"elev_kon";"dist_01";"dist_02";"dist_03";"dist_04";"imp_05";"imp_06";"imp_07";"imp_08";"imp_09";"imp_10";"imp_11";"imp_12";"imp_13";"moto_14";"moto_15";"moto_16";"moto_17";"moto_18";"moto_19";"moto_20";"rikt_21";"rikt_22";"rikt_23";"rikt_24";"rikt_25";"uppr_26";"uppr_27";"uppr_28";"uppr_29";"uppr_30";"uppr_31";"skif_32";"skif_33";"skif_34";"skif_35";"efig_36";"efig_37";"efig_38";"efig_39";"efig_40";"efig_sum";"efpl_41";"efpl_42";"efpl_43";"efpl_44";"efutf_45";"efutf_46";"efutf_47";"efutf_48";"efutf_49";"efutf_50";"efutf_51";"efutf_52";"efutv_53";"efutv_54";"efutv_55";"vitsord_ma";"vitsord_mo";"utb_pabygg_mamma";"utb_pabygg_pappa";"medievanor1";"medievanor2";"medievanor3";"hur_ofta_lasbarn1";"hur_ofta_lasbarn2";"hur_ofta_lasbarn3";"hur_ofta_lasbarn4";"hur_ofta_lasbarn5";"hur_ofta_lasbarn6";"hur_ofta_lasbarn7";"hur_garna_lasbarn1";"hur_garna_lasbarn2";"hur_garna_lasbarn3";"hur_garna_lasbarn4";"hur_garna_lasbarn5";"hur_garna_lasbarn6";"hur_garna_lasbarn7"
"Flicka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;"lägsta högre nivå";"lägre högskoleexamen";"3h";"< 1h";"< 1h";"1-2 ggr/vecka";"flera gånger i veckan";"ibland eller några ggr/mån";"aldrig eller sällan";"1-2 ggr/vecka";"ibland eller några ggr/mån";"aldrig eller sällan";"5";"5";"4";"mycket ogärna";"mycket gärna";"4";"mycket ogärna"
"Flicka";1;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;2;2;1;1;0;1;2;0;1;0;0;0;1;0;0;0;1;2;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;6;6;"mellanstadie";"mellanstadie";"2h";"1h";"< 1h";"flera gånger i veckan";"flera gånger i veckan";"flera gånger i veckan";"ibland eller några ggr/mån";"aldrig eller sällan";"aldrig eller sällan";"flera gånger i veckan";"5";"5";"5";"2";"2";"3";"3"
"Pojke";2;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;2;1;2;1;2;0;2;0;2;2;2;2;1;2;1;2;1;2;2;2;1;0;0;5;1;2;1;2;2;2;2;2;2;1;2;2;2;2;1;8;7;"högre högskoleexamen";"högre högskoleexamen";"2h";"< 1h";"1h";"1-2 ggr/vecka";"1-2 ggr/vecka";"1-2 ggr/vecka";"ibland eller några ggr/mån";"ibland eller några ggr/mån";"ibland eller några ggr/mån";"ibland eller några ggr/mån";"2";"3";"4";"4";"4";"4";"4"
"Flicka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;"lägre högskoleexamen";"mellanstadie";"1h";"inte alls";"< 1h";"flera gånger i veckan";"flera gånger i veckan";"ibland eller några ggr/mån";"ibland eller några ggr/mån";"aldrig eller sällan";"flera gånger i veckan";"ibland eller några ggr/mån";"6";"5";"4";"4";"3";"mycket gärna";"5"
"Pojke";2;2;1;0;2;2;1;2;2;0;0;0;1;2;2;2;1;2;1;0;1;1;1;1;0;0;2;1;0;1;1;0;0;1;1;1;2;1;0;0;4;1;0;0;1;1;1;0;1;1;0;0;1;1;1;0;7;7;"lägre högskoleexamen";"lägsta högre nivå";"2h";"1h";"< 1h";"ibland eller några ggr/mån";"ibland eller några ggr/mån";"aldrig eller sällan";"aldrig eller sällan";"ibland eller några ggr/mån";"aldrig eller sällan";"aldrig eller sällan";"4";"4";"3";"mycket ogärna";"5";"mycket ogärna";"2"
"Flicka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;"högre högskoleexamen";"lägre högskoleexamen";"< 1h";"< 1h";"< 1h";"varje dag";"varje dag";"varje dag";"varje dag";"varje dag";"varje dag";"varje dag";"5";"5";"mycket gärna";"mycket gärna";"mycket gärna";"mycket gärna";"6"
"Flicka";1;2;1;0;0;2;2;0;0;0;1;0;0;1;0;0;0;0;0;0;2;0;1;1;1;1;2;1;2;2;0;1;0;1;1;1;1;0;1;2;5;0;0;1;1;1;1;0;0;1;2;0;0;0;0;1;8;8;"lägre högskoleexamen";"lägsta högre nivå";"1h";"1h";"< 1h";"flera gånger i veckan";"flera gånger i veckan";"flera gånger i veckan";"ibland eller några ggr/mån";"varje dag";"1-2 ggr/vecka";"aldrig eller sällan";"4";"4";"6";"4";"mycket gärna";"5";"2"
"Flicka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;"högre högskoleexamen";"högre högskoleexamen";"1h";"< 1h";"< 1h";"flera gånger i veckan";"1-2 ggr/vecka";"flera gånger i veckan";"1-2 ggr/vecka";"ibland eller några ggr/mån";"ibland eller några ggr/mån";"ibland eller några ggr/mån";"mycket gärna";"mycket gärna";"mycket gärna";"6";"4";"5";"5"
"Flicka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;1;2;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;5;6;"lägsta högre nivå";"lägre högskoleexamen";"2h";"2h";"1h";"flera gånger i veckan";"flera gånger i veckan";"1-2 ggr/vecka";"ibland eller några ggr/mån";"1-2 ggr/vecka";"1-2 ggr/vecka";"flera gånger i veckan";"4";"2";"2";"2";"4";"2";"2"
"Pojke";1;1;1;0;0;1;1;0;1;1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;1;1;0;0;8,25;7,25;"högre högskoleexamen";"forskarutbildning";"1h";"1h";"1h";"1-2 ggr/vecka";"1-2 ggr/vecka";"varje dag";"flera gånger i veckan";"ibland eller några ggr/mån";"aldrig eller sällan";"ibland eller några ggr/mån";"4";"4";"mycket gärna";"mycket gärna";"6";"4";"4"
"Pojke";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;10;"forskarutbildning";"lägre högskoleexamen";"1h";"< 1h";"2h";"flera gånger i veckan";"1-2 ggr/vecka";"flera gånger i veckan";"ibland eller några ggr/mån";"1-2 ggr/vecka";"1-2 ggr/vecka";"flera gånger i veckan";"3";"3";"mycket gärna";"4";"5";"5";"4"
"Flicka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;"forskarutbildning";"högre högskoleexamen";"1h";"3h";"< 1h";"flera gånger i veckan";"flera gånger i veckan";"ibland eller några ggr/mån";"aldrig eller sällan";"aldrig eller sällan";"varje dag";"flera gånger per dag";"mycket gärna";"mycket gärna";"mycket gärna";"4";"mycket ogärna";"mycket gärna";"mycket gärna"
"Pojke";1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;8;8;"lägsta högre nivå";"högre högskoleexamen";"3h";"> 5h";"3h";"1-2 ggr/vecka";"flera gånger i veckan";"1-2 ggr/vecka";"ibland eller några ggr/mån";"1-2 ggr/vecka";"aldrig eller sällan";"ibland eller några ggr/mån";"6";"6";"4";"5";"6";"4";"6"
"Pojke";1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;"mellanstadie";"ingen påbyggnadsexamen";"2h";"3h";"< 1h";"varje dag";"varje dag";"1-2 ggr/vecka";"ibland eller några ggr/mån";"1-2 ggr/vecka";"1-2 ggr/vecka";"flera gånger per dag";"6";"6";"mycket gärna";"6";"mycket gärna";"6";"mycket gärna"
"Pojke";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;9;8;"högre högskoleexamen";"lägre högskoleexamen";"< 1h";"1h";"2h";"ibland eller några ggr/mån";"ibland eller några ggr/mån";"aldrig eller sällan";"aldrig eller sällan";"flera gånger i veckan";"flera gånger i veckan";"varje dag";"4";"4";"mycket ogärna";"4";"mycket gärna";"6";"mycket gärna"
"Pojke";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;3;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;7;7;"lägre högskoleexamen";"lägsta högre nivå";"< 1h";"> 5h";"> 5h";"ibland eller några ggr/mån";"1-2 ggr/vecka";"aldrig eller sällan";"aldrig eller sällan";"varje dag";"ibland eller några ggr/mån";"ibland eller några ggr/mån";"2";"4";"mycket ogärna";"2";"mycket gärna";"2";"2"
"Flicka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;9;"lägsta högre nivå";"lägre högskoleexamen";"1h";"> 5h";"< 1h";"aldrig eller sällan";"1-2 ggr/vecka";"ibland eller några ggr/mån";"aldrig eller sällan";"ibland eller några ggr/mån";"aldrig eller sällan";"flera gånger i veckan";"3";"3";"3";"3";"6";"4";"5"
"Flicka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;8;"lägre högskoleexamen";"lägsta högre nivå";"2h";"2h";"< 1h";"1-2 ggr/vecka";"flera gånger i veckan";"ibland eller några ggr/mån";"aldrig eller sällan";"ibland eller några ggr/mån";"1-2 ggr/vecka";"1-2 ggr/vecka";"4";"4";"3";"mycket ogärna";"4";"4";"4"
"Pojke";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;10;9;"högre högskoleexamen";"högre högskoleexamen";"< 1h";"inte alls";"< 1h";"flera gånger i veckan";"aldrig eller sällan";"flera gånger i veckan";"ibland eller några ggr/mån";"1-2 ggr/vecka";"ibland eller några ggr/mån";"aldrig eller sällan";"mycket gärna";"kan inte/har inte möjlighet att läsa";"mycket gärna";"3";"5";"4";"kan inte/har inte möjlighet att läsa"
"Pojke";0;1;1;0;2;0;0;0;2;0;0;1;1;0;0;1;0;0;1;0;0;1;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9;8;"lägre högskoleexamen";"mellanstadie";"< 1h";"3h";"1h";"flera gånger i veckan";"aldrig eller sällan";"ibland eller några ggr/mån";"ibland eller några ggr/mån";"flera gånger per dag";"ibland eller några ggr/mån";"flera gånger i veckan";"mycket gärna";"mycket gärna";"2";"2";"mycket gärna";"3";"mycket gärna"
"Pojke";0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;8;8;"högre högskoleexamen";"ingen påbyggnadsexamen";"< 1h";"1h";"1h";"varje dag";"1-2 ggr/vecka";"varje dag";"ibland eller några ggr/mån";"ibland eller några ggr/mån";"aldrig eller sällan";"aldrig eller sällan";"6";"kan inte/har inte möjlighet att läsa";"6";"kan inte/har inte möjlighet att läsa";"4";"3";"kan inte/har inte möjlighet att läsa"
"Flicka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;8;"lägre högskoleexamen";"högre högskoleexamen";"2h";"1h";"1h";"1-2 ggr/vecka";"aldrig eller sällan";"ibland eller några ggr/mån";"aldrig eller sällan";"aldrig eller sällan";"aldrig eller sällan";"ibland eller några ggr/mån";"mycket gärna";"6";"5";"3";"2";"5";"5"
"Flicka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;"högre högskoleexamen";"lägre högskoleexamen";"1h";"1h";"< 1h";"flera gånger i veckan";"ibland eller några ggr/mån";"ibland eller några ggr/mån";"aldrig eller sällan";"ibland eller några ggr/mån";"ibland eller några ggr/mån";"ibland eller några ggr/mån";"6";"5";"6";"kan inte/har inte möjlighet att läsa";"4";"4";"kan inte/har inte möjlighet att läsa"
"Pojke";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;8;"högre högskoleexamen";"lägsta högre nivå";"< 1h";"< 1h";"< 1h";"varje dag";"1-2 ggr/vecka";"flera gånger i veckan";"1-2 ggr/vecka";"varje dag";"ibland eller några ggr/mån";"aldrig eller sällan";"6";"5";"5";"3";"mycket gärna";"3";"2"
"Flicka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;9;8;"mellanstadie";"högre högskoleexamen";"< 1h";"< 1h";"< 1h";"flera gånger i veckan";"flera gånger i veckan";"1-2 ggr/vecka";"aldrig eller sällan";"ibland eller några ggr/mån";"aldrig eller sällan";"ibland eller några ggr/mån";"5";"5";"4";"mycket ogärna";"3";"2";"2"
"Pojke";1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;1;1;1;1;1;1;1;0;2;0;1;0;0;1;1;2;0;1;0;4;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;8;8;"högre högskoleexamen";"högre högskoleexamen";"2h";"2h";"2h";"flera gånger i veckan";"1-2 ggr/vecka";"ibland eller några ggr/mån";"ibland eller några ggr/mån";"flera gånger i veckan";"flera gånger i veckan";"aldrig eller sällan";"6";"4";"2";"2";"mycket gärna";"6";"mycket ogärna"
"Flicka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;"lägre högskoleexamen";"högre högskoleexamen";"< 1h";"< 1h";"< 1h";"1-2 ggr/vecka";"flera gånger i veckan";"1-2 ggr/vecka";"aldrig eller sällan";"ibland eller några ggr/mån";"aldrig eller sällan";"ibland eller några ggr/mån";"4";"4";"4";"mycket ogärna";"4";"mycket ogärna";"2"
"Flicka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;"högre högskoleexamen";"lägsta högre nivå";"3h";"3h";"< 1h";"varje dag";"varje dag";"ibland eller några ggr/mån";"aldrig eller sällan";"aldrig eller sällan";"ibland eller några ggr/mån";"aldrig eller sällan";"5";"3";"5";"mycket ogärna";"3";"5";"6"
"Flicka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;9;"högre högskoleexamen";"forskarutbildning";"2h";"2h";"1h";"flera gånger i veckan";"flera gånger i veckan";"flera gånger i veckan";"ibland eller några ggr/mån";"flera gånger i veckan";"ibland eller några ggr/mån";"ibland eller några ggr/mån";"6";"6";"mycket gärna";"2";"mycket gärna";"3";"5"
"Pojke";1;1;0;1;1;1;0;2;2;1;1;0;1;2;1;2;1;0;2;2;1;2;1;0;0;0;1;1;1;1;1;2;1;1;1;1;1;1;0;1;4;1;1;1;2;1;1;0;1;0;0;2;2;2;2;1;7;6;"högre högskoleexamen";"mellanstadie";"2h";"2h";"1h";"1-2 ggr/vecka";"flera gånger i veckan";"aldrig eller sällan";"aldrig eller sällan";"1-2 ggr/vecka";"ibland eller några ggr/mån";"flera gånger i veckan";"3";"5";"5";"5";"5";"3";"5"
"Flicka";1;2;1;2;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;2;1;1;0;0;1;2;1;1;0;0;0;0;0;1;2;1;1;0;1;5;1;1;1;1;2;1;1;1;1;2;1;1;0;0;1;8;8;"högre högskoleexamen";"lägsta högre nivå";"1h";"1h";"inte alls";"flera gånger i veckan";"flera gånger i veckan";"ibland eller några ggr/mån";"aldrig eller sällan";"aldrig eller sällan";"aldrig eller sällan";"ibland eller några ggr/mån";"2";"3";"mycket ogärna";"mycket ogärna";"mycket ogärna";"2";"2"
"Pojke";2;2;2;2;2;1;1;2;2;2;1;1;2;2;2;2;2;1;2;1;2;2;1;1;1;0;2;2;1;1;1;1;1;1;2;2;2;2;1;2;9;2;2;2;2;1;1;1;2;2;1;1;1;2;1;2;9;7;"mellanstadie";"lägsta högre nivå";"< 1h";"1h";"1h";"1-2 ggr/vecka";"flera gånger i veckan";"aldrig eller sällan";"aldrig eller sällan";"ibland eller några ggr/mån";"ibland eller några ggr/mån";"aldrig eller sällan";"2";"2";"mycket ogärna";"3";"4";"2";"2"
"Flicka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;"forskarutbildning";"högre högskoleexamen";"1h";"1h";"< 1h";"varje dag";"varje dag";"ibland eller några ggr/mån";"aldrig eller sällan";"aldrig eller sällan";"ibland eller några ggr/mån";"1-2 ggr/vecka";"mycket gärna";"mycket gärna";"4";"2";"mycket ogärna";"3";"4"
"Pojke";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;8;"lägsta högre nivå";"mellanstadie";"3h";"> 5h";"1h";"flera gånger i veckan";"varje dag";"aldrig eller sällan";"aldrig eller sällan";"ibland eller några ggr/mån";"flera gånger i veckan";"flera gånger i veckan";"mycket gärna";"mycket gärna";"mycket ogärna";"mycket ogärna";"3";"6";"mycket gärna"
"Pojke";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;6;7;"högre högskoleexamen";"mellanstadie";"1h";"4h";"4h";"aldrig eller sällan";"varje dag";"aldrig eller sällan";"ibland eller några ggr/mån";"ibland eller några ggr/mån";"ibland eller några ggr/mån";"aldrig eller sällan";"kan inte/har inte möjlighet att läsa";"3";"2";"2";"3";"2";"5"
"Flicka";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;8;"mellanstadie";"mellanstadie";"1h";"1h";"1h";"flera gånger i veckan";"1-2 ggr/vecka";"aldrig eller sällan";"aldrig eller sällan";"aldrig eller sällan";"aldrig eller sällan";"ibland eller några ggr/mån";"4";"4";"mycket ogärna";"mycket ogärna";"mycket ogärna";"mycket ogärna";"2"
"Flicka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;10;"högre högskoleexamen";"högre högskoleexamen";"1h";"2h";"< 1h";"1-2 ggr/vecka";"flera gånger i veckan";"flera gånger per dag";"flera gånger i veckan";"flera gånger i veckan";"1-2 ggr/vecka";"1-2 ggr/vecka";"6";"4";"mycket gärna";"mycket gärna";"mycket gärna";"mycket gärna";"mycket gärna"
"Flicka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;"mellanstadie";"ingen påbyggnadsexamen";"2h";"2h";"inte alls";"flera gånger i veckan";"1-2 ggr/vecka";"flera gånger i veckan";"ibland eller några ggr/mån";"aldrig eller sällan";"ibland eller några ggr/mån";"aldrig eller sällan";"4";"4";"6";"2";"2";"4";"3"
"Flicka";1;1;0;1;1;0;0;0;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;9;9;"högre högskoleexamen";"lägre högskoleexamen";"2h";"4h";"< 1h";"aldrig eller sällan";"1-2 ggr/vecka";"ibland eller några ggr/mån";"flera gånger i veckan";"varje dag";"ibland eller några ggr/mån";"varje dag";"mycket ogärna";"4";"6";"6";"mycket gärna";"4";"mycket gärna"
"Flicka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;8;"högre högskoleexamen";"lägsta högre nivå";"< 1h";"< 1h";"< 1h";"aldrig eller sällan";"flera gånger i veckan";"flera gånger i veckan";"flera gånger i veckan";"aldrig eller sällan";"1-2 ggr/vecka";"flera gånger i veckan";"kan inte/har inte möjlighet att läsa";"5";"mycket gärna";"5";"6";"6";"6"
